Id,y
10000.0,-66.00242349023128
10001.0,451.4065044011534
10002.0,-461.6764170602985
10003.0,40.50120875372458
10004.0,-126.74472245403805
10005.0,-342.5345518192524
10006.0,-396.55554211358873
10007.0,335.5412790790881
10008.0,-99.51242087062448
10009.0,304.81253980627616
10010.0,68.89453048978615
10011.0,412.36919545590814
10012.0,54.942371024767525
10013.0,-17.0055507547799
10014.0,-597.8499575722614
10015.0,443.50228878641445
10016.0,144.77448697804306
10017.0,-57.41116367253776
10018.0,134.38782757746318
10019.0,-108.98377598910888
10020.0,153.82482842506758
10021.0,611.7359836022029
10022.0,588.3896503384225
10023.0,-131.0167999580198
10024.0,-61.135621141228405
10025.0,-374.24849531697254
10026.0,74.15799307965409
10027.0,137.43837873610397
10028.0,420.0866117967902
10029.0,196.76562571344502
10030.0,268.44284980053357
10031.0,638.4749102511095
10032.0,127.37873138691775
10033.0,1.3491187584001156
10034.0,22.710453177407107
10035.0,342.2395345225653
10036.0,307.70396697417215
10037.0,348.1382087009416
10038.0,-168.6528613073539
10039.0,-20.221130904617763
10040.0,-551.7499275731101
10041.0,-429.97180406674187
10042.0,261.8919587067432
10043.0,389.8204261292211
10044.0,-96.16562227356577
10045.0,-210.7108012563268
10046.0,278.8818687840126
10047.0,-427.4533010310487
10048.0,-172.9032529175696
10049.0,467.2643783557847
10050.0,-631.5587355874393
10051.0,-355.5316593381779
10052.0,143.1732755386044
10053.0,69.19920259894151
10054.0,275.588273976727
10055.0,-263.1886122041036
10056.0,167.49830723241158
10057.0,104.5778958901414
10058.0,230.0700866100776
10059.0,20.988026644577047
10060.0,-4.82258126250237
10061.0,-201.9229408106376
10062.0,560.0639265657707
10063.0,55.288476252448454
10064.0,671.3015746918344
10065.0,-493.74873828522897
10066.0,-279.3530367325918
10067.0,-53.71252761314606
10068.0,379.6981955009763
10069.0,315.071410857984
10070.0,169.13001732614254
10071.0,-271.59930326901053
10072.0,783.8022226750337
10073.0,44.57731151554851
